Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Price_Category
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,Medium,Tier 2,Supermarket Type1,3124.5994,23,FD,High
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,16,FD,Low
NCX06,17.6,Low Fat,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328,40,NC,High
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,28,FD,Low
FDB41,19,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078,28,FD,Low
NCN55,14.6,Low Fat,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845,26,NC,Very High
FDE40,15.6,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596,40,FD,Low
FDX49,4.615,reg,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69,40,FD,Very High
NCM53,18.75,Low Fat,0.052146456,Health and Hygiene,104.628,OUT045,2002,Medium,Tier 2,Supermarket Type1,745.696,23,NC,Medium
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,21,FD,High
FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,2002,Medium,Tier 2,Supermarket Type1,1701.7848,23,FD,Medium
FDI24,10.3,Low Fat,0.078362484,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,40,FD,High
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,28,FD,Very High
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Medium,Tier 3,Grocery Store,327.5736,27,FD,Low
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,26,FD,Low
DRF36,16.1,LF,0.023625114,Soft Drinks,189.3846,OUT045,2002,Medium,Tier 2,Supermarket Type1,3630.6074,23,DR,High
FDS45,5.175,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,40,FD,Medium
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Medium,Tier 3,Grocery Store,231.6984,27,FD,Low
DRK12,9.5,LF,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,21,DR,Low
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,21,DR,Very High
FDL58,5.78,Regular,0.070865961,Snack Foods,263.7568,OUT017,2007,Medium,Tier 2,Supermarket Type1,2636.568,18,FD,Very High
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Medium,Tier 2,Supermarket Type1,1272.3438,23,NC,Low
NCZ54,14.65,Low Fat,0.064963102,Household,161.5552,OUT010,1998,Medium,Tier 3,Grocery Store,324.9104,27,NC,High
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Medium,Tier 3,Grocery Store,131.1626,27,FD,Medium
FDR44,6.11,Regular,0.07371873,Fruits and Vegetables,131.2968,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936,27,FD,Medium
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Medium,Tier 3,Grocery Store,260.9936,27,FD,Very High
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,38,FD,High
FDA39,6.32,LF,0.065359555,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,21,FD,Low
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,26,FD,Low
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224,18,FD,Low
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,28,FD,Low
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Medium,Tier 2,Supermarket Type1,3552.7088,18,FD,Medium
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,38,DR,High
NCO07,9.06,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056,40,NC,Very High
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,38,FD,Medium
DRF27,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,40,DR,High
FDS49,9,Low Fat,0.0717791,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,21,FD,Low
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,40,FD,High
NCX42,6.36,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,40,NC,High
FDG33,5.365,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,40,FD,High
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.8574,23,FD,Low
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,21,FD,High
NCD06,13,Low Fat,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,28,NC,Low
DRM47,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,40,DR,High
FDS46,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,40,FD,Medium
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,38,FD,Low
FDX21,7.05,LF,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,40,FD,Medium
NCU05,11.8,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,40,NC,Low
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795.1548,23,NC,Very High
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168,18,NC,Low
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,21,NC,High
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,Medium,Tier 2,Supermarket Type1,7222.5984,18,FD,Very High
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,21,DR,Very High
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,21,FD,Very High
FDY25,12,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,38,FD,High
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,21,FD,High
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,26,FD,Low
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259.82,18,FD,Very High
DRF15,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,40,DR,High
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,16,FD,Medium
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,26,FD,Low
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,38,FD,Medium
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Medium,Tier 2,Supermarket Type1,3779.0808,23,FD,High
FDQ04,6.4,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,40,FD,Low
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Medium,Tier 2,Supermarket Type1,259.662,18,FD,Low
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,38,NC,Low
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Medium,Tier 2,Supermarket Type1,1687.803,23,FD,Medium
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.9394,18,FD,Medium
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,38,FD,Very High
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,21,DR,Low
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072,18,FD,Very High
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,5359.69,23,FD,Very High
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Medium,Tier 2,Supermarket Type1,1764.37,23,FD,High
NCR54,16.35,Low Fat,0.090486828,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,38,NC,High
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,38,FD,Low
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,38,FD,Low
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,Medium,Tier 2,Supermarket Type1,308.9312,18,FD,Low
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,38,FD,High
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,28,FD,Medium
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,38,FD,Very High
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,38,FD,Low
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,21,FD,Very High
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,28,FD,Low
FDH19,19.35,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996,40,FD,High
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,38,FD,Very High
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Medium,Tier 2,Supermarket Type1,450.0808,18,FD,Medium
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,1998,Medium,Tier 3,Grocery Store,500.6816,27,FD,Very High
FDZ10,17.85,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,40,FD,Medium
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,16,FD,Medium
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,21,NC,Very High
NCF07,9,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,40,NC,Medium
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.036,18,DR,High
FDJ08,11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,40,FD,High
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,21,FD,High
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468,27,FD,Medium
NCD06,13,Low Fat,0.099729888,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,16,NC,Low
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,21,FD,Very High
NCT54,8.695,Low Fat,0.119721451,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,26,NC,Low
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.259,23,DR,Medium
FDM25,10.695,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,40,FD,High
FDF20,12.85,low fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.5376,23,FD,High
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,16,FD,Medium
FDV60,20.2,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508,40,FD,High
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,26,FD,Low
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,21,FD,Low
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,28,NC,Medium
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,Medium,Tier 2,Supermarket Type1,942.7728,18,FD,Low
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,28,FD,Low
FDV13,17.35,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,40,FD,Low
FDV20,20.2,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,40,FD,Medium
NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659,21,NC,High
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,16,FD,Low
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,2002,Medium,Tier 2,Supermarket Type1,7696.648,23,DR,Very High
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775.7202,18,DR,Very High
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317.0788,23,FD,Very High
FDR04,7.075,Low Fat,0.06980413,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,16,FD,Low
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,28,FD,Low
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,21,FD,Very High
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,21,FD,High
FDA01,15,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,28,FD,Low
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,28,FD,Low
FDM50,13,Regular,0.029943463,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,40,FD,Low
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,38,FD,Medium
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,2002,Medium,Tier 2,Supermarket Type1,1267.0174,23,FD,Medium
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,2002,Medium,Tier 2,Supermarket Type1,886.8456,23,FD,Medium
FDC08,19,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,1998,Medium,Tier 3,Grocery Store,452.744,27,FD,Very High
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Medium,Tier 2,Supermarket Type1,3877.6192,23,FD,Medium
FDY31,5.98,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254,40,FD,Medium
DRQ35,9.3,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072,40,DR,Medium
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,26,FD,Very High
DRD13,15,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Medium,Tier 2,Supermarket Type1,958.752,18,DR,Low
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204,18,FD,Medium
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,26,FD,Medium
NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956,27,NC,High
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,38,FD,High
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,Medium,Tier 2,Supermarket Type1,1754.383,23,FD,Medium
NCW17,18,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844,40,NC,Medium
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918.8988,23,FD,Very High
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,38,DR,Low
FDN60,15.1,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,40,FD,High
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.5726,23,FD,Very High
FDN58,13.8,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936,40,FD,Very High
FDC41,15.6,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701,40,FD,Low
FDO01,21.1,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904,40,FD,Medium
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,28,NC,Medium
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,Medium,Tier 2,Supermarket Type1,6410.3224,23,FD,Very High
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,Medium,Tier 2,Supermarket Type1,1992.0736,18,FD,Medium
FDM01,7.895,reg,0.095102092,Breakfast,104.4332,OUT017,2007,Medium,Tier 2,Supermarket Type1,2870.9296,18,FD,Medium
FDY49,17.2,Regular,0.011953902,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128,40,FD,High
FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298,38,FD,Low
NCY18,7.285,Low Fat,0.031125709,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635,38,NC,High
NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,2002,Medium,Tier 2,Supermarket Type1,2716.464,23,NC,High
FDJ22,18.75,Low Fat,0.09246392,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008,40,FD,High
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,26,DR,Low
FDL27,6.17,Low Fat,0.010647477,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.478,26,FD,Low
NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944,26,NC,High
NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.576,26,NC,High
FDX25,16.7,Low Fat,0.0717791,Canned,181.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088,16,FD,High
FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,16,FD,Medium
FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,2002,Medium,Tier 2,Supermarket Type1,5494.8474,23,FD,Very High
FDT27,11.395,Regular,0.069529262,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016,38,FD,Very High
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,28,DR,High
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988,26,FD,Low
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384,28,FD,Medium
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816,28,FD,Medium
FDN39,19.35,Regular,0.065203103,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448,40,FD,High
FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,28,FD,Low
FDJ56,8.985,Low Fat,0.182514881,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49,40,FD,Low
DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83,16,DR,High
NCO17,10,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.412,28,NC,Medium
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,2002,Medium,Tier 2,Supermarket Type1,878.856,23,FD,Low
FDT22,10.395,Low Fat,0.112271498,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.142,26,FD,Low
FDX26,17.7,Low Fat,0.153741385,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292,40,FD,High
FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,3610.6334,38,FD,Very High
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292,21,FD,Very High
FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.6304,18,FD,Medium
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256,16,FD,Very High
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.3984,18,FD,Medium
FDZ07,15.1,Regular,0.07371873,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432,40,FD,Low
NCW53,18.35,Low Fat,0.053392944,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,384.8324,40,NC,High
NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,2002,Medium,Tier 2,Supermarket Type1,3969.4996,23,NC,High
FDX09,9,Low Fat,0.065236932,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,7763.228,21,FD,High
FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128,38,FD,Low
FDW49,19.5,Low Fat,0.082888496,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253.7014,16,FD,High
FDB27,7.575,Low Fat,0.055390121,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,5715.2272,28,FD,High
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76,38,FD,Low
FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,38,FD,High
FDY28,7.47,Regular,0.06980413,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436,21,FD,Very High
FDX31,20.35,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034,40,FD,Very High
FDR43,18.2,Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318.284,40,FD,Low
FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356,16,FD,Medium
